Area Name,Area ID,Normalised Name,Region Name,Region ID,Location Type,Online,Status
Tauhei,AREA-LINZ-1602,tauhei,Waikato Region,03,Rural locality,false,Canonical
Taupiri,AREA-LINZ-2274,taupiri,Waikato Region,03,Suburb,false,Canonical
Taupō,AREA-LINZ-3981,taupo,Waikato Region,03,Suburb,false,Canonical
Tauranga Taupō,AREA-LINZ-2408,tauranga taupo,Waikato Region,03,Rural locality,false,Canonical
Tauwhare,AREA-LINZ-8872,tauwhare,Waikato Region,03,Suburb,false,Canonical
Te Ākau,AREA-LINZ-4024,te akau,Waikato Region,03,Rural locality,false,Canonical
Te Anga,AREA-LINZ-1617,te anga,Waikato Region,03,Rural locality,false,Canonical
Te Aroha,AREA-LINZ-1619,te aroha,Waikato Region,03,Suburb,false,Canonical
Te Aroha West,AREA-LINZ-1620,te aroha west,Waikato Region,03,Rural locality,false,Canonical
Te Awamutu,AREA-LINZ-2272,te awamutu,Waikato Region,03,Suburb,false,Canonical
Te Hoe,AREA-LINZ-1623,te hoe,Waikato Region,03,Rural locality,false,Canonical
Te Kauwhata,AREA-LINZ-2270,te kauwhata,Waikato Region,03,Suburb,false,Canonical
Te Kawa,AREA-LINZ-1626,te kawa,Waikato Region,03,Rural locality,false,Canonical
Te Kohanga,AREA-LINZ-1629,te kohanga,Waikato Region,03,Rural locality,false,Canonical
Te Kouma,AREA-LINZ-2709,te kouma,Waikato Region,03,Rural locality,false,Canonical
Te Kowhai,AREA-LINZ-1990,te kowhai,Waikato Region,03,Rural locality,false,Canonical
Te Kūiti,AREA-LINZ-1630,te kuiti,Waikato Region,03,Suburb,false,Canonical
Te Mapara,AREA-LINZ-1632,te mapara,Waikato Region,03,Rural locality,false,Canonical
Te Mata,AREA-LINZ-2711,te mata,Waikato Region,03,Rural locality,false,Canonical
Te Miro,AREA-LINZ-1634,te miro,Waikato Region,03,Rural locality,false,Canonical
Te Ohaki,AREA-LINZ-4110,te ohaki,Waikato Region,03,Rural locality,false,Canonical
Te Pahu,AREA-LINZ-8857,te pahu,Waikato Region,03,Rural locality,false,Canonical
Te Poi,AREA-LINZ-2386,te poi,Waikato Region,03,Rural locality,false,Canonical
Te Puninga,AREA-LINZ-1640,te puninga,Waikato Region,03,Rural locality,false,Canonical
Te Puru,AREA-LINZ-2715,te puru,Waikato Region,03,Rural locality,false,Canonical
Te Rapa,AREA-LINZ-1643,te rapa,Waikato Region,03,Suburb,false,Canonical
Te Rapa Park,AREA-LINZ-1642,te rapa park,Waikato Region,03,Suburb,false,Canonical
Te Rauamoa,AREA-LINZ-1644,te rauamoa,Waikato Region,03,Rural locality,false,Canonical
Te Rerenga,AREA-LINZ-2696,te rerenga,Waikato Region,03,Suburb,false,Canonical
Temple View,AREA-LINZ-2445,temple view,Waikato Region,03,Suburb,false,Canonical
Thames,AREA-LINZ-2713,thames,Waikato Region,03,Suburb,false,Canonical
Thornton Bay,AREA-LINZ-2717,thornton bay,Waikato Region,03,Rural locality,false,Canonical
Tihiroa,AREA-LINZ-1678,tihiroa,Waikato Region,03,Rural locality,false,Canonical
Tihoi,AREA-LINZ-2389,tihoi,Waikato Region,03,Rural locality,false,Canonical
Tīrau,AREA-LINZ-1697,tirau,Waikato Region,03,Suburb,false,Canonical
Tirohanga,AREA-LINZ-8691,tirohanga,Waikato Region,03,Rural locality,false,Canonical
Tirohia,AREA-LINZ-1676,tirohia,Waikato Region,03,Rural locality,false,Canonical
Tokaanu,AREA-LINZ-2391,tokaanu,Waikato Region,03,Rural locality,false,Canonical
Tokanui,AREA-LINZ-1708,tokanui,Waikato Region,03,Rural locality,false,Canonical
Tokoroa,AREA-LINZ-1987,tokoroa,Waikato Region,03,Suburb,false,Canonical
Tuakau,AREA-LINZ-4113,tuakau,Waikato Region,03,Suburb,false,Canonical
Tuateawa,AREA-LINZ-2700,tuateawa,Waikato Region,03,Rural locality,false,Canonical
Turangaomoana,AREA-LINZ-1735,turangaomoana,Waikato Region,03,Rural locality,false,Canonical
Tūrangi,AREA-LINZ-2443,turangi,Waikato Region,03,Suburb,false,Canonical
Turua,AREA-LINZ-4114,turua,Waikato Region,03,Suburb,false,Canonical
Two Mile Bay,AREA-LINZ-8862,two mile bay,Waikato Region,03,Suburb,false,Canonical
Waerenga,AREA-LINZ-1985,waerenga,Waikato Region,03,Rural locality,false,Canonical
Waharoa,AREA-LINZ-8688,waharoa,Waikato Region,03,Suburb,false,Canonical
Waiaro,AREA-LINZ-2699,waiaro,Waikato Region,03,Rural locality,false,Canonical
Waiau,AREA-LINZ-259,waiau,Waikato Region,03,Rural locality,false,Canonical
Waihāhā,AREA-LINZ-2405,waihaha,Waikato Region,03,Rural locality,false,Canonical
Waihi,AREA-LINZ-3994,waihi,Waikato Region,03,Suburb,false,Canonical
Waihou,AREA-LINZ-1779,waihou,Waikato Region,03,Rural locality,false,Canonical
Waikaretu,AREA-LINZ-1786,waikaretu,Waikato Region,03,Rural locality,false,Canonical
Waikato Hospital,AREA-LINZ-1788,waikato hospital,Waikato Region,03,Suburb,false,Canonical
Waikawau,AREA-LINZ-1791,waikawau,Waikato Region,03,Rural locality,false,Canonical
Waikawau,AREA-LINZ-2706,waikawau,Waikato Region,03,Rural locality,false,Canonical
Waikeria,AREA-LINZ-1792,waikeria,Waikato Region,03,Rural locality,false,Canonical
Waikino,AREA-LINZ-8663,waikino,Waikato Region,03,Suburb,false,Canonical
Waikite Valley,AREA-LINZ-1983,waikite valley,Waikato Region,03,Rural locality,false,Canonical
Waikokowai,AREA-LINZ-1795,waikokowai,Waikato Region,03,Rural locality,false,Canonical
Waimahora,AREA-LINZ-1802,waimahora,Waikato Region,03,Rural locality,false,Canonical
Waingaro,AREA-LINZ-1814,waingaro,Waikato Region,03,Rural locality,false,Canonical
Waiomu,AREA-LINZ-2718,waiomu,Waikato Region,03,Rural locality,false,Canonical
Waiotaka Valley,AREA-LINZ-8672,waiotaka valley,Waikato Region,03,Suburb,false,Canonical
Waiotapu,AREA-LINZ-2393,waiotapu,Waikato Region,03,Rural locality,false,Canonical
Waipa Valley,AREA-LINZ-1827,waipa valley,Waikato Region,03,Rural locality,false,Canonical
Waipahihi,AREA-LINZ-8864,waipahihi,Waikato Region,03,Suburb,false,Canonical
Waipakihi,AREA-LINZ-3979,waipakihi,Waikato Region,03,Rural locality,false,Canonical
Wairakei,AREA-LINZ-2442,wairakei,Waikato Region,03,Suburb,false,Canonical
Waitahanui,AREA-LINZ-1981,waitahanui,Waikato Region,03,Rural locality,false,Canonical
Waitaia Bay,AREA-LINZ-2693,waitaia bay,Waikato Region,03,Rural locality,false,Canonical
Waitakaruru,AREA-LINZ-2723,waitakaruru,Waikato Region,03,Rural locality,false,Canonical
Waiterimu,AREA-LINZ-2258,waiterimu,Waikato Region,03,Rural locality,false,Canonical
Waitetuna,AREA-LINZ-1856,waitetuna,Waikato Region,03,Rural locality,false,Canonical
Waitoa,AREA-LINZ-1857,waitoa,Waikato Region,03,Suburb,false,Canonical
Waitomo,AREA-LINZ-1860,waitomo,Waikato Region,03,Rural locality,false,Canonical
Waotu,AREA-LINZ-8831,waotu,Waikato Region,03,Rural locality,false,Canonical
Wardville,AREA-LINZ-1882,wardville,Waikato Region,03,Rural locality,false,Canonical
Western Heights,AREA-LINZ-1911,western heights,Waikato Region,03,Suburb,false,Canonical
Whakamaru,AREA-LINZ-2396,whakamaru,Waikato Region,03,Rural locality,false,Canonical
Whakatete Bay,AREA-LINZ-2719,whakatete bay,Waikato Region,03,Rural locality,false,Canonical
Whakatīwai,AREA-LINZ-2722,whakatiwai,Waikato Region,03,Rural locality,false,Canonical
Whangamarino,AREA-LINZ-4116,whangamarino,Waikato Region,03,Rural locality,false,Canonical
Whangamatā,AREA-LINZ-4020,whangamata,Waikato Region,03,Suburb,false,Canonical
Whangapoua,AREA-LINZ-2701,whangapoua,Waikato Region,03,Rural locality,false,Canonical
Wharekaho,AREA-LINZ-2689,wharekaho,Waikato Region,03,Rural locality,false,Canonical
Wharepapa South,AREA-LINZ-4029,wharepapa south,Waikato Region,03,Rural locality,false,Canonical
Wharepūhunga,AREA-LINZ-4028,wharepuhunga,Waikato Region,03,Rural locality,false,Canonical
Wharewaka,AREA-LINZ-8860,wharewaka,Waikato Region,03,Suburb,false,Canonical
Whatawhata,AREA-LINZ-2454,whatawhata,Waikato Region,03,Rural locality,false,Canonical
Whenuakite,AREA-LINZ-1935,whenuakite,Waikato Region,03,Rural locality,false,Canonical
Whiritoa,AREA-LINZ-2678,whiritoa,Waikato Region,03,Rural locality,false,Canonical
Whitianga,AREA-LINZ-2936,whitianga,Waikato Region,03,Suburb,false,Canonical
Whitikahu,AREA-LINZ-1940,whitikahu,Waikato Region,03,Rural locality,false,Canonical
Whitiora,AREA-LINZ-1941,whitiora,Waikato Region,03,Suburb,false,Canonical
Wiltsdown,AREA-LINZ-1948,wiltsdown,Waikato Region,03,Rural locality,false,Canonical
Wyuna Bay,AREA-LINZ-2707,wyuna bay,Waikato Region,03,Rural locality,false,Canonical
Aongatete,AREA-LINZ-2674,aongatete,Bay of Plenty Region,04,Rural locality,false,Canonical
Athenree,AREA-LINZ-2938,athenree,Bay of Plenty Region,04,Suburb,false,Canonical
Athenree Gorge,AREA-LINZ-3993,athenree gorge,Bay of Plenty Region,04,Rural locality,false,Canonical
Awakeri,AREA-LINZ-2056,awakeri,Bay of Plenty Region,04,Rural locality,false,Canonical
Bellevue,AREA-LINZ-114,bellevue,Bay of Plenty Region,04,Suburb,false,Canonical
Bethlehem,AREA-LINZ-120,bethlehem,Bay of Plenty Region,04,Suburb,false,Canonical
Bowentown,AREA-LINZ-8758,bowentown,Bay of Plenty Region,04,Suburb,false,Canonical
Brookfield,AREA-LINZ-162,brookfield,Bay of Plenty Region,04,Suburb,false,Canonical
Cape Runaway,AREA-LINZ-2654,cape runaway,Bay of Plenty Region,04,Rural locality,false,Canonical
Coastlands,AREA-LINZ-247,coastlands,Bay of Plenty Region,04,Suburb,false,Canonical
Edgecumbe,AREA-LINZ-331,edgecumbe,Bay of Plenty Region,04,Suburb,false,Canonical
Fairy Springs,AREA-LINZ-2041,fairy springs,Bay of Plenty Region,04,Suburb,false,Canonical
Fenton Park,AREA-LINZ-8769,fenton park,Bay of Plenty Region,04,Suburb,false,Canonical
Fordlands,AREA-LINZ-2039,fordlands,Bay of Plenty Region,04,Suburb,false,Canonical
Galatea,AREA-LINZ-2036,galatea,Bay of Plenty Region,04,Rural locality,false,Canonical
Gate Pa,AREA-LINZ-406,gate pa,Bay of Plenty Region,04,Suburb,false,Canonical
Glenholme,AREA-LINZ-430,glenholme,Bay of Plenty Region,04,Suburb,false,Canonical
Greerton,AREA-LINZ-471,greerton,Bay of Plenty Region,04,Suburb,false,Canonical
Hairini,AREA-LINZ-4032,hairini,Bay of Plenty Region,04,Suburb,false,Canonical
Hamurana,AREA-LINZ-4026,hamurana,Bay of Plenty Region,04,Rural locality,false,Canonical
Hannahs Bay,AREA-LINZ-8773,hannahs bay,Bay of Plenty Region,04,Suburb,false,Canonical
Hawai,AREA-LINZ-510,hawai,Bay of Plenty Region,04,Rural locality,false,Canonical
Hillcrest,AREA-LINZ-2168,hillcrest,Bay of Plenty Region,04,Suburb,false,Canonical
Holdens Bay,AREA-LINZ-8774,holdens bay,Bay of Plenty Region,04,Suburb,false,Canonical
Judea,AREA-LINZ-618,judea,Bay of Plenty Region,04,Suburb,false,Canonical
Kaingaroa,AREA-LINZ-2028,kaingaroa,Bay of Plenty Region,04,Rural locality,false,Canonical
Kaingaroa Forest,AREA-LINZ-2027,kaingaroa forest,Bay of Plenty Region,04,Rural locality,false,Canonical
Kairua,AREA-LINZ-639,kairua,Bay of Plenty Region,04,Rural locality,false,Canonical
Kapenga,AREA-LINZ-654,kapenga,Bay of Plenty Region,04,Rural locality,false,Canonical
Katikati,AREA-LINZ-2675,katikati,Bay of Plenty Region,04,Suburb,false,Canonical
Kawaha Point,AREA-LINZ-2184,kawaha point,Bay of Plenty Region,04,Suburb,false,Canonical
Kawerau,AREA-LINZ-2023,kawerau,Bay of Plenty Region,04,Suburb,false,Canonical
Koutu,AREA-LINZ-2294,koutu,Bay of Plenty Region,04,Suburb,false,Canonical
Kutarere,AREA-LINZ-2658,kutarere,Bay of Plenty Region,04,Rural locality,false,Canonical
Lake Matahina,AREA-LINZ-2019,lake matahina,Bay of Plenty Region,04,Rural locality,false,Canonical
Lake Okareka,AREA-LINZ-3990,lake okareka,Bay of Plenty Region,04,Suburb,false,Canonical
Lake Ōkataina,AREA-LINZ-2193,lake okataina,Bay of Plenty Region,04,Rural locality,false,Canonical
Lake Rotoma,AREA-LINZ-2018,lake rotoma,Bay of Plenty Region,04,Rural locality,false,Canonical
Lake Tarawera,AREA-LINZ-8670,lake tarawera,Bay of Plenty Region,04,Suburb,false,Canonical
Lower Kaimai,AREA-LINZ-2115,lower kaimai,Bay of Plenty Region,04,Rural locality,false,Canonical
Lynmore,AREA-LINZ-2201,lynmore,Bay of Plenty Region,04,Suburb,false,Canonical
Maketu,AREA-LINZ-2663,maketu,Bay of Plenty Region,04,Rural locality,false,Canonical
Manawahe,AREA-LINZ-818,manawahe,Bay of Plenty Region,04,Rural locality,false,Canonical
Mangakakahi,AREA-LINZ-2358,mangakakahi,Bay of Plenty Region,04,Suburb,false,Canonical
Maraenui,AREA-LINZ-8972,maraenui,Bay of Plenty Region,04,Rural locality,false,Canonical
Maraetotara,AREA-LINZ-2661,maraetotara,Bay of Plenty Region,04,Suburb,false,Canonical
Matahi,AREA-LINZ-871,matahi,Bay of Plenty Region,04,Rural locality,false,Canonical
Matahina Forest,AREA-LINZ-2290,matahina forest,Bay of Plenty Region,04,Rural locality,false,Canonical
Matapihi,AREA-LINZ-2669,matapihi,Bay of Plenty Region,04,Rural locality,false,Canonical
Matatā,AREA-LINZ-881,matata,Bay of Plenty Region,04,Rural locality,false,Canonical
Matipo Heights,AREA-LINZ-8882,matipo heights,Bay of Plenty Region,04,Suburb,false,Canonical
Matua,AREA-LINZ-891,matua,Bay of Plenty Region,04,Suburb,false,Canonical
Maungapohatu,AREA-LINZ-895,maungapohatu,Bay of Plenty Region,04,Rural locality,false,Canonical
Maungatapu,AREA-LINZ-898,maungatapu,Bay of Plenty Region,04,Suburb,false,Canonical
Minden,AREA-LINZ-1841,minden,Bay of Plenty Region,04,Rural locality,false,Canonical
Minginui,AREA-LINZ-2288,minginui,Bay of Plenty Region,04,Rural locality,false,Canonical
Mount Maunganui,AREA-LINZ-2668,mount maunganui,Bay of Plenty Region,04,Suburb,false,Canonical
Mount Tarawera,AREA-LINZ-2008,mount tarawera,Bay of Plenty Region,04,Rural locality,false,Canonical
Mourea,AREA-LINZ-4025,mourea,Bay of Plenty Region,04,Suburb,false,Canonical
Murupara,AREA-LINZ-999,murupara,Bay of Plenty Region,04,Suburb,false,Canonical
Ngapuna,AREA-LINZ-8656,ngapuna,Bay of Plenty Region,04,Suburb,false,Canonical
Ngawaro,AREA-LINZ-2331,ngawaro,Bay of Plenty Region,04,Rural locality,false,Canonical
Ngongotahā,AREA-LINZ-4027,ngongotaha,Bay of Plenty Region,04,Suburb,false,Canonical
Ngongotahā Valley,AREA-LINZ-1039,ngongotaha valley,Bay of Plenty Region,04,Rural locality,false,Canonical
Nukuhou,AREA-LINZ-1067,nukuhou,Bay of Plenty Region,04,Rural locality,false,Canonical
Ohauiti,AREA-LINZ-1081,ohauiti,Bay of Plenty Region,04,Rural locality,false,Canonical
Ohinemutu,AREA-LINZ-8837,ohinemutu,Bay of Plenty Region,04,Suburb,false,Canonical
Ōhope,AREA-LINZ-2659,ohope,Bay of Plenty Region,04,Suburb,false,Canonical
Okere Falls,AREA-LINZ-4074,okere falls,Bay of Plenty Region,04,Rural locality,false,Canonical
Omaio,AREA-LINZ-2656,omaio,Bay of Plenty Region,04,Rural locality,false,Canonical
Omanawa,AREA-LINZ-2371,omanawa,Bay of Plenty Region,04,Rural locality,false,Canonical
Ōmataroa,AREA-LINZ-2218,omataroa,Bay of Plenty Region,04,Rural locality,false,Canonical
Ōmokoroa,AREA-LINZ-2673,omokoroa,Bay of Plenty Region,04,Suburb,false,Canonical
Ōpōtiki,AREA-LINZ-1120,opotiki,Bay of Plenty Region,04,Suburb,false,Canonical
Oropi,AREA-LINZ-1139,oropi,Bay of Plenty Region,04,Rural locality,false,Canonical
Otakiri,AREA-LINZ-2220,otakiri,Bay of Plenty Region,04,Rural locality,false,Canonical
Ōtara,AREA-LINZ-1157,otara,Bay of Plenty Region,04,Rural locality,false,Canonical
Otūmoetai,AREA-LINZ-4037,otumoetai,Bay of Plenty Region,04,Suburb,false,Canonical
Ōwhata,AREA-LINZ-2282,owhata,Bay of Plenty Region,04,Suburb,false,Canonical
Paengaroa,AREA-LINZ-2662,paengaroa,Bay of Plenty Region,04,Rural locality,false,Canonical
Papamoa,AREA-LINZ-1197,papamoa,Bay of Plenty Region,04,Suburb,false,Canonical
Papamoa Beach,AREA-LINZ-2664,papamoa beach,Bay of Plenty Region,04,Suburb,false,Canonical
Parkvale,AREA-LINZ-1222,parkvale,Bay of Plenty Region,04,Suburb,false,Canonical
Pikowai,AREA-LINZ-1248,pikowai,Bay of Plenty Region,04,Rural locality,false,Canonical
Poike,AREA-LINZ-1271,poike,Bay of Plenty Region,04,Suburb,false,Canonical
Pomare,AREA-LINZ-8880,pomare,Bay of Plenty Region,04,Suburb,false,Canonical
Pongakawa,AREA-LINZ-2229,pongakawa,Bay of Plenty Region,04,Rural locality,false,Canonical
Poroporo,AREA-LINZ-1285,poroporo,Bay of Plenty Region,04,Suburb,false,Canonical
Pukehangi,AREA-LINZ-1301,pukehangi,Bay of Plenty Region,04,Suburb,false,Canonical
Pukehina,AREA-LINZ-1303,pukehina,Bay of Plenty Region,04,Rural locality,false,Canonical
Putauaki,AREA-LINZ-2377,putauaki,Bay of Plenty Region,04,Rural locality,false,Canonical
Pyes Pa,AREA-LINZ-1342,pyes pa,Bay of Plenty Region,04,Suburb,false,Canonical
Rangitaiki,AREA-LINZ-2233,rangitaiki,Bay of Plenty Region,04,Rural locality,false,Canonical
Rangiuru,AREA-LINZ-1368,rangiuru,Bay of Plenty Region,04,Rural locality,false,Canonical
Rerewhakaaitu,AREA-LINZ-4078,rerewhakaaitu,Bay of Plenty Region,04,Rural locality,false,Canonical
Rotoiti Forest,AREA-LINZ-4075,rotoiti forest,Bay of Plenty Region,04,Rural locality,false,Canonical
Rotomā,AREA-LINZ-2277,rotoma,Bay of Plenty Region,04,Rural locality,false,Canonical
Rotorua,AREA-LINZ-1997,rotorua,Bay of Plenty Region,04,Suburb,false,Canonical
Ruatahuna,AREA-LINZ-1451,ruatahuna,Bay of Plenty Region,04,Rural locality,false,Canonical
Ruatoki,AREA-LINZ-1453,ruatoki,Bay of Plenty Region,04,Rural locality,false,Canonical
Selwyn Heights,AREA-LINZ-2239,selwyn heights,Bay of Plenty Region,04,Suburb,false,Canonical
Springfield,AREA-LINZ-1517,springfield,Bay of Plenty Region,04,Suburb,false,Canonical
Sunnybrook,AREA-LINZ-8881,sunnybrook,Bay of Plenty Region,04,Suburb,false,Canonical
Tahawai,AREA-LINZ-4022,tahawai,Bay of Plenty Region,04,Rural locality,false,Canonical
Tāneatua,AREA-LINZ-1582,taneatua,Bay of Plenty Region,04,Suburb,false,Canonical
Tanners Point,AREA-LINZ-2676,tanners point,Bay of Plenty Region,04,Rural locality,false,Canonical
Tarawera Forest,AREA-LINZ-1594,tarawera forest,Bay of Plenty Region,04,Rural locality,false,Canonical
Tauranga,AREA-LINZ-2670,tauranga,Bay of Plenty Region,04,Suburb,false,Canonical
Tauranga South,AREA-LINZ-2667,tauranga south,Bay of Plenty Region,04,Suburb,false,Canonical
Tauriko,AREA-LINZ-1608,tauriko,Bay of Plenty Region,04,Suburb,false,Canonical
Tawera,AREA-LINZ-1612,tawera,Bay of Plenty Region,04,Rural locality,false,Canonical
Te Kaha,AREA-LINZ-2655,te kaha,Bay of Plenty Region,04,Rural locality,false,Canonical
Te Puke,AREA-LINZ-1639,te puke,Bay of Plenty Region,04,Suburb,false,Canonical
Te Puna,AREA-LINZ-2671,te puna,Bay of Plenty Region,04,Rural locality,false,Canonical
Te Ranga,AREA-LINZ-1641,te ranga,Bay of Plenty Region,04,Rural locality,false,Canonical
Te Teko,AREA-LINZ-2269,te teko,Bay of Plenty Region,04,Rural locality,false,Canonical
Thornton,AREA-LINZ-1673,thornton,Bay of Plenty Region,04,Rural locality,false,Canonical
Tihiotonga,AREA-LINZ-1696,tihiotonga,Bay of Plenty Region,04,Suburb,false,Canonical
Tikitere,AREA-LINZ-2444,tikitere,Bay of Plenty Region,04,Suburb,false,Canonical
Tirohanga,AREA-LINZ-2657,tirohanga,Bay of Plenty Region,04,Rural locality,false,Canonical
Toatoa,AREA-LINZ-1704,toatoa,Bay of Plenty Region,04,Rural locality,false,Canonical
Tōrere,AREA-LINZ-1717,torere,Bay of Plenty Region,04,Rural locality,false,Canonical
Tumunui,AREA-LINZ-2265,tumunui,Bay of Plenty Region,04,Rural locality,false,Canonical
Utuhina,AREA-LINZ-8778,utuhina,Bay of Plenty Region,04,Suburb,false,Canonical
Victoria,AREA-LINZ-2263,victoria,Bay of Plenty Region,04,Suburb,false,Canonical
Waihau Bay,AREA-LINZ-2940,waihau bay,Bay of Plenty Region,04,Rural locality,false,Canonical
Waihi Beach,AREA-LINZ-2677,waihi beach,Bay of Plenty Region,04,Suburb,false,Canonical
Waimana,AREA-LINZ-1804,waimana,Bay of Plenty Region,04,Rural locality,false,Canonical
Waimangu,AREA-LINZ-2248,waimangu,Bay of Plenty Region,04,Rural locality,false,Canonical
Wainui,AREA-LINZ-2660,wainui,Bay of Plenty Region,04,Rural locality,false,Canonical
Waiohau,AREA-LINZ-2403,waiohau,Bay of Plenty Region,04,Rural locality,false,Canonical
Waiotahe,AREA-LINZ-2939,waiotahe,Bay of Plenty Region,04,Suburb,false,Canonical
Waiotahe Valley,AREA-LINZ-1824,waiotahe valley,Bay of Plenty Region,04,Rural locality,false,Canonical
Waioweka,AREA-LINZ-1820,waioweka,Bay of Plenty Region,04,Rural locality,false,Canonical
Waitao,AREA-LINZ-2665,waitao,Bay of Plenty Region,04,Rural locality,false,Canonical
Welcome Bay,AREA-LINZ-2666,welcome bay,Bay of Plenty Region,04,Suburb,false,Canonical
Western Heights,AREA-LINZ-2253,western heights,Bay of Plenty Region,04,Suburb,false,Canonical
Whakamārama,AREA-LINZ-2672,whakamarama,Bay of Plenty Region,04,Rural locality,false,Canonical
Whakarewarewa,AREA-LINZ-4077,whakarewarewa,Bay of Plenty Region,04,Suburb,false,Canonical
Whakatāne,AREA-LINZ-1920,whakatane,Bay of Plenty Region,04,Suburb,false,Canonical
Whanarua Bay,AREA-LINZ-8996,whanarua bay,Bay of Plenty Region,04,Rural locality,false,Canonical
White Pine Bush,AREA-LINZ-1938,white pine bush,Bay of Plenty Region,04,Rural locality,false,Canonical
Anaura Bay,AREA-LINZ-8892,anaura bay,Gisborne Region,05,Rural locality,false,Canonical
Awapuni,AREA-LINZ-2636,awapuni,Gisborne Region,05,Suburb,false,Canonical
Bartletts,AREA-LINZ-8893,bartletts,Gisborne Region,05,Rural locality,false,Canonical
Elgin,AREA-LINZ-340,elgin,Gisborne Region,05,Suburb,false,Canonical
Gisborne,AREA-LINZ-2639,gisborne,Gisborne Region,05,Suburb,false,Canonical
Gisborne Airport,AREA-LINZ-413,gisborne airport,Gisborne Region,05,Suburb,false,Canonical
Hangaroa,AREA-LINZ-8894,hangaroa,Gisborne Region,05,Rural locality,false,Canonical
Hicks Bay,AREA-LINZ-2642,hicks bay,Gisborne Region,05,Rural locality,false,Canonical
Inner Kaiti,AREA-LINZ-2638,inner kaiti,Gisborne Region,05,Suburb,false,Canonical
Kaiti,AREA-LINZ-8886,kaiti,Gisborne Region,05,Suburb,false,Canonical
Lytton West,AREA-LINZ-8887,lytton west,Gisborne Region,05,Suburb,false,Canonical
Mākaraka,AREA-LINZ-804,makaraka,Gisborne Region,05,Suburb,false,Canonical
Makauri,AREA-LINZ-8888,makauri,Gisborne Region,05,Suburb,false,Canonical
Makorori,AREA-LINZ-8895,makorori,Gisborne Region,05,Rural locality,false,Canonical
Mangapapa,AREA-LINZ-830,mangapapa,Gisborne Region,05,Suburb,false,Canonical
Mangatuna,AREA-LINZ-8977,mangatuna,Gisborne Region,05,Rural locality,false,Canonical
Manutūkē,AREA-LINZ-2637,manutuke,Gisborne Region,05,Rural locality,false,Canonical
Mātāwai,AREA-LINZ-886,matawai,Gisborne Region,05,Rural locality,false,Canonical
Matawhero,AREA-LINZ-8889,matawhero,Gisborne Region,05,Suburb,false,Canonical
Mātokitoki,AREA-LINZ-890,matokitoki,Gisborne Region,05,Rural locality,false,Canonical
Mōtū,AREA-LINZ-968,motu,Gisborne Region,05,Rural locality,false,Canonical
Muriwai,AREA-LINZ-2635,muriwai,Gisborne Region,05,Rural locality,false,Canonical
Ngātapa,AREA-LINZ-1033,ngatapa,Gisborne Region,05,Rural locality,false,Canonical
Okitū,AREA-LINZ-2643,okitu,Gisborne Region,05,Suburb,false,Canonical
Ormond,AREA-LINZ-1135,ormond,Gisborne Region,05,Rural locality,false,Canonical
Otoko,AREA-LINZ-8896,otoko,Gisborne Region,05,Rural locality,false,Canonical
Outer Kaiti,AREA-LINZ-1171,outer kaiti,Gisborne Region,05,Suburb,false,Canonical
Pātūtahi,AREA-LINZ-2224,patutahi,Gisborne Region,05,Suburb,false,Canonical
Pehiri,AREA-LINZ-8897,pehiri,Gisborne Region,05,Rural locality,false,Canonical
Rākauroa,AREA-LINZ-8898,rakauroa,Gisborne Region,05,Rural locality,false,Canonical
Raukūmara,AREA-LINZ-8899,raukumara,Gisborne Region,05,Rural locality,false,Canonical
Rere,AREA-LINZ-1391,rere,Gisborne Region,05,Rural locality,false,Canonical
Riverdale,AREA-LINZ-1406,riverdale,Gisborne Region,05,Suburb,false,Canonical
Ruatoria,AREA-LINZ-2646,ruatoria,Gisborne Region,05,Suburb,false,Canonical
Tahunga,AREA-LINZ-8900,tahunga,Gisborne Region,05,Rural locality,false,Canonical
Tamarau,AREA-LINZ-2640,tamarau,Gisborne Region,05,Suburb,false,Canonical
Tauwharepārae,AREA-LINZ-8901,tauwhareparae,Gisborne Region,05,Rural locality,false,Canonical
Te Araroa,AREA-LINZ-2941,te araroa,Gisborne Region,05,Rural locality,false,Canonical
Te Hāpara,AREA-LINZ-1622,te hapara,Gisborne Region,05,Suburb,false,Canonical
Te Karaka,AREA-LINZ-1625,te karaka,Gisborne Region,05,Suburb,false,Canonical
Te Puia Springs,AREA-LINZ-2644,te puia springs,Gisborne Region,05,Rural locality,false,Canonical
Tikitiki,AREA-LINZ-2651,tikitiki,Gisborne Region,05,Rural locality,false,Canonical
Tiniroto,AREA-LINZ-2267,tiniroto,Gisborne Region,05,Rural locality,false,Canonical
Tokomaru Bay,AREA-LINZ-2647,tokomaru bay,Gisborne Region,05,Rural locality,false,Canonical
Tolaga Bay,AREA-LINZ-2645,tolaga bay,Gisborne Region,05,Rural locality,false,Canonical
Waerengaahika,AREA-LINZ-8890,waerengaahika,Gisborne Region,05,Suburb,false,Canonical
Waerengaokurī,AREA-LINZ-8902,waerengaokuri,Gisborne Region,05,Rural locality,false,Canonical
Waihīrere,AREA-LINZ-8891,waihirere,Gisborne Region,05,Suburb,false,Canonical
Waikura Valley,AREA-LINZ-8903,waikura valley,Gisborne Region,05,Rural locality,false,Canonical
Waimatā,AREA-LINZ-8904,waimata,Gisborne Region,05,Rural locality,false,Canonical
Waingake,AREA-LINZ-8905,waingake,Gisborne Region,05,Rural locality,false,Canonical
